filename,year,title,journal,doi,pmid,has_fulltext,study_type,study_type_all,topics,interventions,organism_focus,n_topics
Li_2021,2021,Integrating transcriptomics and metabolomics analysis on kojic acid combating Acinetobacter baumannii biofilm and its potential roles.,Microbiological research,10.1016/j.micres.2021.126911,34763140,abstract_only,omics,omics|in_vitro,biofilm|natural_product,,a_baumannii_only,2
Kim_2021,2021,Global regulator DksA modulates virulence of Acinetobacter baumannii.,Virulence,10.1080/21505594.2021.1995253,34696704,yes,animal_model,animal_model|clinical|methodology|in_vitro,qsi_discovery|abaI_abaR_axis|ahl_chemistry|biofilm|virulence_factors|antibiotic_resistance|gene_regulation|second_messenger,,multi_species,8
Lus_2021,2021,Screening of the Potential Bioactivities of Pennyroyal (Mentha pulegium L.) Essential Oil.,"Antibiotics (Basel, Switzerland)",10.3390/antibiotics10101266,34680848,yes,methodology,methodology|in_vitro,qsi_discovery|quorum_quenching|ahl_chemistry|biofilm|virulence_factors|antibiotic_resistance|natural_product,natural_product,multi_species,7
Wang_2021,2021,Co-Occurrence of blaOXA-23 in the Chromosome and Plasmid: Increased Fitness in Carbapenem-Resistant Acinetobacter baumannii.,"Antibiotics (Basel, Switzerland)",10.3390/antibiotics10101196,34680777,yes,omics,omics|clinical|in_vitro,abaI_abaR_axis|biofilm|virulence_factors|antibiotic_resistance|gene_regulation|phage_therapy|vaccine_immune|polymicrobial|epidemiology,phage,multi_species,9
Lin_2021,2021,Role of Iron-Containing Alcohol Dehydrogenases in Acinetobacter baumannii ATCC 19606 Stress Resistance and Virulence.,International journal of molecular sciences,10.3390/ijms22189921,34576087,yes,animal_model,animal_model|omics|in_silico|methodology|in_vitro,biofilm|virulence_factors,,multi_species,2
Khadke_2021,2021,Assessment of Antibiofilm Potencies of Nervonic and Oleic Acid against Acinetobacter baumannii Using In Vitro and Computational Approaches.,Biomedicines,10.3390/biomedicines9091133,34572317,yes,animal_model,animal_model|in_silico|in_vitro,qsi_discovery|abaI_abaR_axis|ahl_chemistry|biofilm|virulence_factors|antibiotic_resistance,,multi_species,6
Rodgers_2021,2021,Histone-like nucleoid-structuring protein (H-NS) regulatory role in antibiotic resistance in Acinetobacter baumannii.,Scientific reports,10.1038/s41598-021-98101-w,34531538,yes,omics,omics|methodology|in_vitro,quorum_quenching|abaI_abaR_axis|ahl_chemistry|biofilm|virulence_factors|antibiotic_resistance|gene_regulation|peptide_amp,peptide|enzyme_qq,multi_species,8
Le_2021,2021,"Effect of Serum Albumin, a Component of Human Pleural Fluid, on Transcriptional and Phenotypic Changes on Acinetobacter baumannii A118.",Current microbiology,10.1007/s00284-021-02649-9,34522980,yes,methodology,methodology|in_vitro,quorum_quenching|abaI_abaR_axis|ahl_chemistry|biofilm|antibiotic_resistance,enzyme_qq,a_baumannii_only,5
Sun_2021,2021,Mechanism Underlying the Role of LuxR Family Transcriptional Regulator abaR in Biofilm Formation by Acinetobacter baumannii.,Current microbiology,10.1007/s00284-021-02654-y,34522977,yes,omics,omics|in_vitro,abaI_abaR_axis|ahl_chemistry|biofilm|virulence_factors|antibiotic_resistance|gene_regulation|epidemiology,,multi_species,7
Yan_2021,2021,The Influence of Formulation Components and Environmental Humidity on Spray-Dried Phage Powders for Treatment of Respiratory Infections Caused by Acinetobacter baumannii.,Pharmaceutics,10.3390/pharmaceutics13081162,34452123,yes,animal_model,animal_model|clinical|in_vitro,virulence_factors|antibiotic_resistance|phage_therapy,phage,multi_species,3
Lazar_2021,2021,Modulation of Quorum Sensing and Biofilms in Less Investigated Gram-Negative ESKAPE Pathogens.,Frontiers in microbiology,10.3389/fmicb.2021.676510,34394026,yes,animal_model,animal_model|omics|in_silico|in_vitro,qsi_discovery|quorum_quenching|abaI_abaR_axis|ahl_chemistry|biofilm|virulence_factors|antibiotic_resistance|gene_regulation|nanoparticle|natural_product|peptide_amp|vaccine_immune|second_messenger|polymicrobial|iron_metabolism,natural_product|phage|nanoparticle|peptide|enzyme_qq|antibody_vaccine,multi_species,15
Pimentel_2021,2021,Interaction of Acinetobacter baumannii with Human Serum Albumin: Does the Host Determine the Outcome?,"Antibiotics (Basel, Switzerland)",10.3390/antibiotics10070833,34356754,yes,methodology,methodology|in_vitro,quorum_quenching|abaI_abaR_axis|ahl_chemistry|biofilm|virulence_factors|antibiotic_resistance|gene_regulation|epidemiology,,a_baumannii_only,8
Sun_2021_2,2021,The abaI/abaR Quorum Sensing System Effects on Pathogenicity in Acinetobacter baumannii.,Frontiers in microbiology,10.3389/fmicb.2021.679241,34322102,yes,animal_model,animal_model|omics|methodology|in_vitro,qsi_discovery|abaI_abaR_axis|ahl_chemistry|biofilm|virulence_factors|antibiotic_resistance|gene_regulation|natural_product|iron_metabolism,,multi_species,9
Seleem_2021,2021,"Could the analgesic drugs, paracetamol and indomethacin, function as quorum sensing inhibitors?",Microbial pathogenesis,10.1016/j.micpath.2021.105097,34284088,abstract_only,in_vitro,in_vitro,qsi_discovery|abaI_abaR_axis|ahl_chemistry|biofilm|virulence_factors,,multi_species,5
Li_2021_2,2021,Phenotypic and Genotypic Characteristics of Biofilm Formation in Clinical Isolates of Acinetobacter baumannii.,Infection and drug resistance,10.2147/IDR.S310081,34262306,yes,methodology,methodology|in_vitro,abaI_abaR_axis|ahl_chemistry|biofilm|virulence_factors|antibiotic_resistance|gene_regulation,,multi_species,6
Tuttobene_2021,2021,Blue light directly modulates the quorum network in the human pathogen Acinetobacter baumannii.,Scientific reports,10.1038/s41598-021-92845-1,34183737,yes,animal_model,animal_model|methodology|in_vitro,quorum_quenching|abaI_abaR_axis|ahl_chemistry|biofilm|virulence_factors|antibiotic_resistance|gene_regulation,enzyme_qq,multi_species,7
Deng_2021,2021,Genomic Analysis of a Novel Phage Infecting the Turkey Pathogen Escherichia coli APEC O78 and Its Endolysin Activity.,Viruses,10.3390/v13061034,34072620,yes,in_silico,in_silico|in_vitro,biofilm|antibiotic_resistance|phage_therapy,phage,multi_species,3
Usmani_2021,2021,"Antimicrobial and biofilm inhibiting potential of an amide derivative [N-(2', 4'-dinitrophenyl)-3β-hydroxyurs-12-en-28-carbonamide] of ursolic acid by modulating membrane potential and quorum sensing ",Microbial pathogenesis,10.1016/j.micpath.2021.104997,34048890,abstract_only,in_silico,in_silico|in_vitro,abaI_abaR_axis|biofilm|antibiotic_resistance,,a_baumannii_only,3
Hetta_2021,2021,Antibiofilm and antivirulence potential of silver nanoparticles against multidrug-resistant Acinetobacter baumannii.,Scientific reports,10.1038/s41598-021-90208-4,34031472,yes,animal_model,animal_model|methodology|in_vitro,abaI_abaR_axis|biofilm|virulence_factors|antibiotic_resistance|phage_therapy|nanoparticle|vaccine_immune|polymicrobial,phage|nanoparticle,multi_species,8
Slavin_2021,2021,Novel Lignin-Capped Silver Nanoparticles against Multidrug-Resistant Bacteria.,ACS applied materials & interfaces,10.1021/acsami.0c16921,33945683,abstract_only,in_vitro,in_vitro,virulence_factors|antibiotic_resistance|nanoparticle,nanoparticle,multi_species,3
Pimentel_2021_2,2021,Human Pleural Fluid and Human Serum Albumin Modulate the Behavior of a Hypervirulent and Multidrug-Resistant (MDR) Acinetobacter baumannii Representative Strain.,"Pathogens (Basel, Switzerland)",10.3390/pathogens10040471,33924559,yes,omics,omics|methodology|in_vitro,quorum_quenching|abaI_abaR_axis|ahl_chemistry|biofilm|virulence_factors|antibiotic_resistance|peptide_amp|iron_metabolism,enzyme_qq,a_baumannii_only,8
Pourhajibagher_2021,2021,The anti-biofilm capability of nano-emodin-mediated sonodynamic therapy on multi-species biofilms produced by burn wound bacterial strains.,Photodiagnosis and photodynamic therapy,10.1016/j.pdpdt.2021.102288,33836275,abstract_only,in_vitro,in_vitro,abaI_abaR_axis|biofilm|virulence_factors,,multi_species,3
Tyumentseva_2021,2021,Genomic and Phenotypic Analysis of Multidrug-Resistant Acinetobacter baumannii Clinical Isolates Carrying Different Types of CRISPR/Cas Systems.,"Pathogens (Basel, Switzerland)",10.3390/pathogens10020205,33668622,yes,omics,omics|clinical|in_silico|methodology,abaI_abaR_axis|biofilm|virulence_factors|antibiotic_resistance|gene_regulation|phage_therapy|iron_metabolism|epidemiology,phage,multi_species,8
Zhong_2021,2021,Quorum Sensing Inhibition or Quenching in Acinetobacter baumannii: The Novel Therapeutic Strategies for New Drug Development.,Frontiers in microbiology,10.3389/fmicb.2021.558003,33597937,yes,review,review|clinical|in_vitro,qsi_discovery|quorum_quenching|abaI_abaR_axis|ahl_chemistry|biofilm|virulence_factors|antibiotic_resistance|natural_product|peptide_amp|drug_repurposing|epidemiology|review_synthesis,natural_product|repurposed_drug|peptide|enzyme_qq,multi_species,12
Rajput_2021,2021,Pangenome Analytics Reveal Two-Component Systems as Conserved Targets in ESKAPEE Pathogens.,mSystems,10.1128/mSystems.00981-20,33500331,yes,omics,omics|in_vitro,biofilm|virulence_factors|antibiotic_resistance|gene_regulation,,multi_species,4
LpezMartn_2021,2021,"AbaM Regulates Quorum Sensing, Biofilm Formation, and Virulence in Acinetobacter baumannii.",Journal of bacteriology,10.1128/JB.00635-20,33495249,yes,animal_model,animal_model|omics|in_silico|in_vitro,qsi_discovery|abaI_abaR_axis|ahl_chemistry|biofilm|virulence_factors|antibiotic_resistance|gene_regulation|iron_metabolism,,multi_species,8
Fischer_2020,2020,"Phenotypic and Genomic Comparison of the Two Most Common ExoU-Positive Pseudomonas aeruginosa Clones, PA14 and ST235.",mSystems,10.1128/mSystems.01007-20,33293405,yes,omics,omics|clinical|in_silico|methodology|in_vitro,biofilm|virulence_factors|antibiotic_resistance|gene_regulation|phage_therapy|iron_metabolism|epidemiology,phage,multi_species,7
Yamabe_2020,2020,Direct anti-biofilm effects of macrolides on Acinetobacter baumannii: comprehensive and comparative demonstration by a simple assay using microtiter plate combined with peg-lid.,"Biomedical research (Tokyo, Japan)",10.2220/biomedres.41.259,33268670,abstract_only,in_vitro,in_vitro,biofilm,,a_baumannii_only,1
Tang_2020,2020,Contribution of the AbaI/AbaR Quorum Sensing System to Resistance and Virulence of Acinetobacter baumannii Clinical Strains.,Infection and drug resistance,10.2147/IDR.S276970,33262621,yes,animal_model,animal_model|methodology|in_vitro,qsi_discovery|abaI_abaR_axis|ahl_chemistry|biofilm|virulence_factors|antibiotic_resistance|gene_regulation|epidemiology,,multi_species,8
Alam_2020,2020,Siphonocholin isolated from red sea sponge Siphonochalina siphonella attenuates quorum sensing controlled virulence and biofilm formation.,Saudi pharmaceutical journal : SPJ : the official publication of the Saudi Pharmaceutical Society,10.1016/j.jsps.2020.09.002,33250645,yes,in_silico,in_silico|in_vitro,qsi_discovery|ahl_chemistry|biofilm|virulence_factors|gene_regulation|natural_product,natural_product|synthetic_compound,multi_species,6
GilbertGirard_2020,2020,Screening of FDA-Approved Drugs Using a 384-Well Plate-Based Biofilm Platform: The Case of Fingolimod.,Microorganisms,10.3390/microorganisms8111834,33233348,yes,omics,omics|methodology|in_vitro,qsi_discovery|quorum_quenching|abaI_abaR_axis|ahl_chemistry|biofilm|antibiotic_resistance|drug_repurposing|vaccine_immune,natural_product|repurposed_drug,multi_species,8
Shenkutie_2020,2020,Biofilm-Induced Antibiotic Resistance in Clinical Acinetobacter baumannii Isolates.,"Antibiotics (Basel, Switzerland)",10.3390/antibiotics9110817,33212840,yes,in_vitro,in_vitro,abaI_abaR_axis|ahl_chemistry|biofilm|virulence_factors|antibiotic_resistance|gene_regulation|epidemiology,,multi_species,7
Ujak_2020,2020,"Methoxy-Substituted Hydroxychalcone Reduces Biofilm Production, Adhesion and Surface Motility of Acinetobacter baumannii by Inhibiting ompA Gene Expression.",Chemistry & biodiversity,10.1002/cbdv.202000786,33188577,abstract_only,in_vitro,in_vitro,abaI_abaR_axis|biofilm|virulence_factors,,a_baumannii_only,3
Gonalves_2020,2020,Ayahuasca Beverages: Phytochemical Analysis and Biological Properties.,"Antibiotics (Basel, Switzerland)",10.3390/antibiotics9110731,33114334,yes,omics,omics|in_vitro,qsi_discovery|ahl_chemistry|biofilm|virulence_factors|antibiotic_resistance|natural_product,natural_product,multi_species,6
Alreshidi_2020,2020,"Phytochemical Screening, Antibacterial, Antifungal, Antiviral, Cytotoxic, and Anti-Quorum-Sensing Properties of Teucrium polium L. Aerial Parts Methanolic Extract.","Plants (Basel, Switzerland)",10.3390/plants9111418,33114026,yes,review,review|methodology|in_vitro,qsi_discovery|biofilm|virulence_factors|antibiotic_resistance|nanoparticle|natural_product|review_synthesis,natural_product|nanoparticle,multi_species,7
PaulBhattacharya_2020,2020,Quorum quenching activity of pentacyclic triterpenoids leads to inhibition of biofilm formation by Acinetobacter baumannii.,Biofouling,10.1080/08927014.2020.1831480,33103466,abstract_only,in_silico,in_silico|in_vitro,quorum_quenching|ahl_chemistry|biofilm,,multi_species,3
Mayer_2020,2020,Quorum Sensing as a Target for Controlling Surface Associated Motility and Biofilm Formation in Acinetobacter baumannii ATCC® 17978TM.,Frontiers in microbiology,10.3389/fmicb.2020.565548,33101239,yes,animal_model,animal_model|in_vitro,qsi_discovery|quorum_quenching|abaI_abaR_axis|ahl_chemistry|biofilm|virulence_factors|antibiotic_resistance|gene_regulation|polymicrobial|epidemiology,enzyme_qq,multi_species,10
Oh_2020,2020,AbaR is a LuxR type regulator essential for motility and the formation of biofilm and pellicle in Acinetobacter baumannii.,Genes & genomics,10.1007/s13258-020-01005-8,33025548,abstract_only,in_vitro,in_vitro,abaI_abaR_axis|ahl_chemistry|biofilm|virulence_factors,,a_baumannii_only,4
Vukotic_2020,2020,"Characterization, Antibiofilm, and Depolymerizing Activity of Two Phages Active on Carbapenem-Resistant Acinetobacter baumannii.",Frontiers in medicine,10.3389/fmed.2020.00426,32974360,yes,methodology,methodology|in_vitro,biofilm|antibiotic_resistance|phage_therapy|epidemiology,phage,multi_species,4
Wang_2020,2020,Identification of a Novel Acinetobacter baumannii Phage-Derived Depolymerase and Its Therapeutic Application in Mice.,Frontiers in microbiology,10.3389/fmicb.2020.01407,32903329,yes,methodology,methodology|in_vitro,biofilm|virulence_factors|antibiotic_resistance|phage_therapy|vaccine_immune|epidemiology,phage,multi_species,6
Liu_2020,2020,Antimicrobial Peptide Cec4 Eradicates the Bacteria of Clinical Carbapenem-Resistant Acinetobacter baumannii Biofilm.,Frontiers in microbiology,10.3389/fmicb.2020.01532,32849322,yes,omics,omics|clinical|methodology|in_vitro,abaI_abaR_axis|ahl_chemistry|biofilm|virulence_factors|antibiotic_resistance|gene_regulation|nanoparticle|natural_product|peptide_amp|second_messenger,synthetic_compound|nanoparticle|peptide,multi_species,10
Huang_2020,2020,The H-NS Regulator Plays a Role in the Stress Induced by Carbapenemase Expression in Acinetobacter baumannii.,mSphere,10.1128/mSphere.00793-20,32848010,yes,in_vitro,in_vitro,virulence_factors|antibiotic_resistance|epidemiology,,multi_species,3
Kaur_2020,2020,Degradation of n-hexanoyl homoserine lactone with quorum quenching bacteria immobilised magnetic nanocomposite beads.,Environmental technology,10.1080/09593330.2020.1811389,32814501,abstract_only,in_vitro,in_vitro,quorum_quenching|ahl_chemistry|biofilm|nanoparticle,nanoparticle,a_baumannii_only,4
Zhang_2020,2020,Alcohol dehydrogenase modulates quorum sensing in biofilm formations of Acinetobacter baumannii.,Microbial pathogenesis,10.1016/j.micpath.2020.104451,32805359,abstract_only,omics,omics|in_vitro,abaI_abaR_axis|biofilm|virulence_factors,,a_baumannii_only,3
Godeux_2020,2020,Scarless Removal of Large Resistance Island AbaR Results in Antibiotic Susceptibility and Increased Natural Transformability in Acinetobacter baumannii.,Antimicrobial agents and chemotherapy,10.1128/AAC.00951-20,32778544,yes,methodology,methodology|in_vitro,abaI_abaR_axis|virulence_factors|antibiotic_resistance|epidemiology,,multi_species,4
Yang_2020,2020,"Synthesis and antibiofilm evaluation of 3-hydroxy-2,3-dihydroquinazolin-4(1H)-one derivatives against opportunistic pathogen Acinetobacter baumannii.",Bioorganic & medicinal chemistry,10.1016/j.bmc.2020.115606,32690261,abstract_only,in_vitro,in_vitro,qsi_discovery|ahl_chemistry|biofilm|virulence_factors|iron_metabolism,,a_baumannii_only,5
AlMarjania_2021,2021,"Evaluation of type II Toxin-Antitoxin Systems, Antibiotic Resistance Profiles, and Biofilm Quorum Sensing Genes in Acinetobacter Baumannii Isolates in Iraq.",Infectious disorders drug targets,10.2174/1871526520666200525170318,32484105,abstract_only,in_vitro,in_vitro,biofilm|antibiotic_resistance|epidemiology,,a_baumannii_only,3
Bi_2020,2020,Comparative Analysis of AbaR-Type Genomic Islands Reveals Distinct Patterns of Genetic Features in Elements with Different Backbones.,mSphere,10.1128/mSphere.00349-20,32461273,yes,omics,omics,abaI_abaR_axis|antibiotic_resistance|gene_regulation,,a_baumannii_only,3
Parducho_2020,2020,The Antimicrobial Peptide Human Beta-Defensin 2 Inhibits Biofilm Production of Pseudomonas aeruginosa Without Compromising Metabolic Activity.,Frontiers in immunology,10.3389/fimmu.2020.00805,32457749,yes,in_silico,in_silico|methodology|in_vitro,qsi_discovery|biofilm|virulence_factors|antibiotic_resistance|gene_regulation|peptide_amp|second_messenger|epidemiology,peptide,multi_species,8
Khamari_2020,2020,Molecular Analyses of Biofilm-Producing Clinical Acinetobacter baumannii Isolates from a South Indian Tertiary Care Hospital.,"Medical principles and practice : international journal of the Kuwait University, Health Science Centre",10.1159/000508461,32380504,yes,other,,abaI_abaR_axis|biofilm|virulence_factors|antibiotic_resistance|epidemiology,,a_baumannii_only,5
Styles_2020,2020,Investigating Bacteriophages Targeting the Opportunistic Pathogen Acinetobacter baumannii.,"Antibiotics (Basel, Switzerland)",10.3390/antibiotics9040200,32331271,yes,clinical,clinical|in_vitro,qsi_discovery|biofilm|virulence_factors|antibiotic_resistance|gene_regulation|phage_therapy|vaccine_immune|epidemiology,phage|antibody_vaccine,multi_species,8
Seleem_2020,2020,Drugs with new lease of life as quorum sensing inhibitors: for combating MDR Acinetobacter baumannii infections.,European journal of clinical microbiology & infectious diseases : official publication of the European Society of Clinical Microbiology,10.1007/s10096-020-03882-z,32328851,yes,animal_model,animal_model|clinical|in_silico|methodology|in_vitro,qsi_discovery|abaI_abaR_axis|ahl_chemistry|biofilm|virulence_factors|antibiotic_resistance|natural_product|drug_repurposing,natural_product|repurposed_drug,multi_species,8
PrezVarela_2020,2020,Characterization of RelA in Acinetobacter baumannii.,Journal of bacteriology,10.1128/JB.00045-20,32229531,yes,animal_model,animal_model,abaI_abaR_axis|ahl_chemistry|virulence_factors|antibiotic_resistance|second_messenger|epidemiology,,a_baumannii_only,6
Pourhajibagher_2020,2020,Potentiation effects of antimicrobial photodynamic therapy on quorum sensing genes expression: A promising treatment for multi-species bacterial biofilms in burn wound infections.,Photodiagnosis and photodynamic therapy,10.1016/j.pdpdt.2020.101717,32165339,abstract_only,in_vitro,in_vitro,abaI_abaR_axis|biofilm|epidemiology,,multi_species,3
Ahmed_2020,2020,Inhibition of quorum sensing-associated virulence factors and biofilm formation in Pseudomonas aeruginosa PAO1 by Mycoleptodiscus indicus PUTY1.,Brazilian journal of microbiology : [publication of the Brazilian Society for Microbiology],10.1007/s42770-020-00235-y,32086747,yes,in_silico,in_silico|in_vitro,quorum_quenching|biofilm|virulence_factors|antibiotic_resistance|natural_product,,multi_species,5
Zhu_2020,2020,Complete genome sequence and genome-scale metabolic modelling of Acinetobacter baumannii type strain ATCC 19606.,International journal of medical microbiology : IJMM,10.1016/j.ijmm.2020.151412,32081464,yes,omics,omics|in_vitro,abaI_abaR_axis|biofilm|virulence_factors|antibiotic_resistance|gene_regulation|vaccine_immune|iron_metabolism|epidemiology,phage,multi_species,8
NorAshimi_2019,2019,Biocide susceptibilities and biofilm-forming capacities of Acinetobacter baumannii clinical isolates from Malaysia.,Journal of infection in developing countries,10.3855/jidc.11455,32065820,abstract_only,in_vitro,in_vitro,abaI_abaR_axis|biofilm|epidemiology,,a_baumannii_only,3
Amin_2019,2019,"Association Between Biofilm Formation, Structure, and the Expression Levels of Genes Related to biofilm formation and Biofilm-Specific Resistance of Acinetobacter baumannii Strains Isolated from Burn ",Infection and drug resistance,10.2147/IDR.S228981,31853190,yes,in_vitro,in_vitro,abaI_abaR_axis|ahl_chemistry|biofilm|virulence_factors|antibiotic_resistance|epidemiology,,multi_species,6
AlKadmy_2019,2019,Prevalence of Genes Involved in Colistin Resistance in Acinetobacter baumannii: First Report from Iraq.,"Microbial drug resistance (Larchmont, N.Y.)",10.1089/mdr.2019.0243,31816255,abstract_only,other,,antibiotic_resistance|epidemiology,,a_baumannii_only,2
Chen_2019,2019,Effect of calcium on the interaction of Acinetobacter baumannii with human respiratory epithelial cells.,BMC microbiology,10.1186/s12866-019-1643-z,31771504,yes,clinical,clinical|in_vitro,abaI_abaR_axis|ahl_chemistry|biofilm|virulence_factors|antibiotic_resistance|gene_regulation|vaccine_immune|polymicrobial,,a_baumannii_only,8
Yu_2019,2019,The alarming antimicrobial resistance in ESKAPEE pathogens: Can essential oils come to the rescue?,Fitoterapia,10.1016/j.fitote.2019.104433,31760066,abstract_only,other,,biofilm|antibiotic_resistance|natural_product,natural_product,multi_species,3
Qvortrup_2019,2019,Small Molecule Anti-biofilm Agents Developed on the Basis of Mechanistic Understanding of Biofilm Formation.,Frontiers in chemistry,10.3389/fchem.2019.00742,31737611,yes,review,review|animal_model|omics|in_silico|in_vitro,qsi_discovery|quorum_quenching|abaI_abaR_axis|ahl_chemistry|biofilm|virulence_factors|antibiotic_resistance|gene_regulation|natural_product|vaccine_immune|second_messenger|iron_metabolism|review_synthesis,natural_product|synthetic_compound|enzyme_qq,multi_species,13
Zhang_2019,2019,"Complete genome sequence of Acinetobacter baumanni J1, a quorum sensing-producing algicidal bacterium, isolated from Eastern Pacific Ocean.",Marine genomics,10.1016/j.margen.2019.100719,31680055,abstract_only,in_silico,in_silico|in_vitro,ahl_chemistry,,a_baumannii_only,1
Moran_2019,2019,B/O plasmid R16 from 1956 carries an In1-like class 1 integron embedded in a complex region containing parts of the Acinetobacter baumannii AbaR resistance island.,Plasmid,10.1016/j.plasmid.2019.102432,31326448,abstract_only,other,,abaI_abaR_axis|antibiotic_resistance,,a_baumannii_only,2
Navidifar_2019,2019,"Effects of sub-inhibitory concentrations of meropenem and tigecycline on the expression of genes regulating pili, efflux pumps and virulence factors involved in biofilm formation by Acinetobacter baum",Infection and drug resistance,10.2147/IDR.S199993,31190904,yes,in_vitro,in_vitro,abaI_abaR_axis|ahl_chemistry|biofilm|virulence_factors|antibiotic_resistance|gene_regulation,,a_baumannii_only,6
Dettweiler_2019,2019,"American Civil War plant medicines inhibit growth, biofilm formation, and quorum sensing by multidrug-resistant bacteria.",Scientific reports,10.1038/s41598-019-44242-y,31118466,yes,methodology,methodology|in_vitro,quorum_quenching|biofilm|antibiotic_resistance|natural_product|vaccine_immune,natural_product,multi_species,5
Saipriya_2019,2019,Quorum-sensing system in Acinetobacter baumannii: a potential target for new drug development.,Journal of applied microbiology,10.1111/jam.14330,31102552,abstract_only,review,review|clinical|in_vitro,quorum_quenching|biofilm|virulence_factors|antibiotic_resistance|review_synthesis,,multi_species,5
Leshkasheli_2019,2019,Efficacy of newly isolated and highly potent bacteriophages in a mouse model of extensively drug-resistant Acinetobacter baumannii bacteraemia.,Journal of global antimicrobial resistance,10.1016/j.jgar.2019.05.005,31100499,abstract_only,animal_model,animal_model,antibiotic_resistance|phage_therapy,phage,a_baumannii_only,2
Ng_2019,2019,Characterization and Transcriptome Studies of Autoinducer Synthase Gene from Multidrug Resistant Acinetobacter baumannii Strain 863.,Genes,10.3390/genes10040282,30965610,yes,omics,omics|methodology|in_vitro,qsi_discovery|abaI_abaR_axis|ahl_chemistry|biofilm|antibiotic_resistance|epidemiology,,multi_species,6
Bi_2019,2019,Large-Scale Identification of AbaR-Type Genomic Islands in Acinetobacter baumannii Reveals Diverse Insertion Sites and Clonal Lineage-Specific Antimicrobial Resistance Gene Profiles.,Antimicrobial agents and chemotherapy,10.1128/AAC.02526-18,30917986,yes,other,,abaI_abaR_axis,,a_baumannii_only,1
Meumann_2019,2019,Genomic epidemiology of severe community-onset Acinetobacter baumannii infection.,Microbial genomics,10.1099/mgen.0.000258,30806611,yes,animal_model,animal_model|omics|clinical|in_silico|in_vitro,qsi_discovery|abaI_abaR_axis|ahl_chemistry|biofilm|virulence_factors|antibiotic_resistance|gene_regulation|iron_metabolism|epidemiology,,multi_species,9
PaulkTierney_2019,2019,Methods for Detecting N-Acyl Homoserine Lactone Production in Acinetobacter baumannii.,"Methods in molecular biology (Clifton, N.J.)",10.1007/978-1-4939-9118-1_23,30798561,yes,methodology,methodology,abaI_abaR_axis|ahl_chemistry|gene_regulation,,multi_species,3
Ravi_2019,2019,A New Method for Determination of Minimum Biofilm Eradication Concentration for Accurate Antimicrobial Therapy.,"Methods in molecular biology (Clifton, N.J.)",10.1007/978-1-4939-9118-1_6,30798544,abstract_only,methodology,methodology|in_vitro,biofilm,,a_baumannii_only,1
Richwagen_2019,2019,Antibacterial Activity of Kalanchoe mortagei and K. fedtschenkoi Against ESKAPE Pathogens.,Frontiers in pharmacology,10.3389/fphar.2019.00067,30792655,yes,methodology,methodology|in_vitro,biofilm|virulence_factors|antibiotic_resistance|natural_product|peptide_amp|epidemiology,natural_product|peptide,multi_species,6
HatamiMoghadam_2018,2018,Assessment of biofilm formation among clinical isolates of Acinetobacter baumannii in burn wounds in the west of Iran.,"Cellular and molecular biology (Noisy-le-Grand, France)",,30672433,abstract_only,in_vitro,in_vitro,abaI_abaR_axis|biofilm|antibiotic_resistance,,a_baumannii_only,3
Costoya_2019,2019,Immobilization of antimicrobial and anti-quorum sensing enzymes onto GMA-grafted poly(vinyl chloride) catheters.,International journal of pharmaceutics,10.1016/j.ijpharm.2018.12.075,30639217,abstract_only,methodology,methodology|in_vitro,qsi_discovery|quorum_quenching|ahl_chemistry|biofilm,enzyme_qq,multi_species,4
FernandezGarcia_2018,2018,Relationship Between the Quorum Network (Sensing/Quenching) and Clinical Features of Pneumonia and Bacteraemia Caused by A. baumannii.,Frontiers in microbiology,10.3389/fmicb.2018.03105,30619184,yes,animal_model,animal_model|clinical|in_vitro,quorum_quenching|abaI_abaR_axis|ahl_chemistry|biofilm|virulence_factors|antibiotic_resistance|epidemiology,,multi_species,7
Shaaban_2018,2018,Biotechnological applications of quorum sensing inhibition as novel therapeutic strategies for multidrug resistant pathogens.,Microbial pathogenesis,10.1016/j.micpath.2018.11.043,30503958,abstract_only,review,review|in_vitro,ahl_chemistry|biofilm|virulence_factors|antibiotic_resistance|review_synthesis,,multi_species,5
Hamidian_2018,2018,"The AbaR antibiotic resistance islands found in Acinetobacter baumannii global clone 1 - Structure, origin and evolution.",Drug resistance updates : reviews and commentaries in antimicrobial and anticancer chemotherapy,10.1016/j.drup.2018.10.003,30472242,abstract_only,other,,abaI_abaR_axis|antibiotic_resistance,,a_baumannii_only,2
Oliveira_2019,2019,Functional Analysis and Antivirulence Properties of a New Depolymerase from a Myovirus That Infects Acinetobacter baumannii Capsule K45.,Journal of virology,10.1128/JVI.01163-18,30463964,yes,in_vitro,in_vitro,virulence_factors|phage_therapy,phage,multi_species,2
Mayer_2018,2018,Multiple Quorum Quenching Enzymes Are Active in the Nosocomial Pathogen Acinetobacter baumannii ATCC17978.,Frontiers in cellular and infection microbiology,10.3389/fcimb.2018.00310,30271754,yes,methodology,methodology|in_vitro,quorum_quenching|abaI_abaR_axis|ahl_chemistry|biofilm|virulence_factors|antibiotic_resistance|gene_regulation|epidemiology,enzyme_qq,multi_species,8
Karlapudi_2018,2018,In silico sgRNA tool design for CRISPR control of quorum sensing in Acinetobacter species.,Genes & diseases,10.1016/j.gendis.2018.03.004,30258941,yes,omics,omics|in_silico|in_vitro,abaI_abaR_axis|biofilm,phage,multi_species,2
