filename,pmid,first_author,year,title,journal,doi,pmcid,authors_count,pub_types,has_abstract,open_access
Garner_2012,22629354,Garner,2012,Stereochemical insignificance discovered in Acinetobacter baumannii quorum sensing.,PloS one,10.1371/journal.pone.0037102,PMC3358330,8,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't; Retracted Publication",yes,yes
Seputiene_2012,22290980,Seputiene,2012,Novel variants of AbaR resistance islands with a common backbone in Acinetobacter baumannii isolates of European clone II.,Antimicrobial agents and chemotherapy,10.1128/AAC.05678-11,PMC3318354,3,"Journal Article; Research Support, Non-U.S. Gov't",yes,yes
Bonnin_2011,21965430,Bonnin,2011,AbaR-type transposon structures in Acinetobacter baumannii.,The Journal of antimicrobial chemotherapy,10.1093/jac/dkr413,,3,"Letter; Research Support, Non-U.S. Gov't",no,unknown
Hamidian_2011,21873287,Hamidian,2011,AbaR4 replaces AbaR3 in a carbapenem-resistant Acinetobacter baumannii isolate belonging to global clone 1 from an Australian hospital.,The Journal of antimicrobial chemotherapy,10.1093/jac/dkr356,,2,"Journal Article; Research Support, Non-U.S. Gov't",yes,unknown
Zhou_2011,21788470,Zhou,2011,Genomic analysis of the multidrug-resistant Acinetobacter baumannii strain MDR-ZJ06 widely spread in China.,Antimicrobial agents and chemotherapy,10.1128/AAC.01134-10,PMC3187012,8,"Journal Article; Research Support, Non-U.S. Gov't",yes,yes
Clemmer_2011,21700662,Clemmer,2011,Genetic analysis of surface motility in Acinetobacter baumannii.,"Microbiology (Reading, England)",10.1099/mic.0.049791-0,PMC3352170,3,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't; Research Support, U.S. Gov't, Non-P.H.S.",yes,yes
Krizova_2011,21537009,Krizova,2011,Diversity and evolution of AbaR genomic resistance islands in Acinetobacter baumannii strains of European clone I.,Antimicrobial agents and chemotherapy,10.1128/AAC.00221-11,PMC3122396,3,"Journal Article; Research Support, Non-U.S. Gov't",yes,yes
Kang_2011,21369976,Kang,2011,Acinetobacter oleivorans sp. nov. is capable of adhering to and growing on diesel-oil.,"Journal of microbiology (Seoul, Korea)",10.1007/s12275-011-0315-y,,4,"Journal Article; Research Support, Non-U.S. Gov't",yes,unknown
Turton_2011,21289143,Turton,2011,Use of the accessory genome for characterization and typing of Acinetobacter baumannii.,Journal of clinical microbiology,10.1128/JCM.02335-10,PMC3122835,3,Evaluation Study; Journal Article,yes,yes
Ramirez_2011,21282446,Ramirez,2011,Genomic analysis of Acinetobacter baumannii A118 by comparison of optical maps: identification of structures related to its susceptibility phenotype.,Antimicrobial agents and chemotherapy,10.1128/AAC.01595-10,PMC3067174,5,"Journal Article; Research Support, N.I.H., Extramural; Research Support, U.S. Gov't, Non-P.H.S.",yes,yes
Bhargava_2010,20846031,Bhargava,2010,Quorum sensing in Acinetobacter: an emerging pathogen.,Critical reviews in microbiology,10.3109/1040841X.2010.512269,,3,Journal Article; Review,yes,unknown
Post_2010,20375036,Post,2010,Evolution of AbaR-type genomic resistance islands in multiply antibiotic-resistant Acinetobacter baumannii.,The Journal of antimicrobial chemotherapy,10.1093/jac/dkq095,,3,"Journal Article; Research Support, Non-U.S. Gov't",yes,unknown
Gonzlez_2009,19623895,González,2009,Quorum sensing signal profile of Acinetobacter strains from nosocomial and environmental sources.,Revista Argentina de microbiologia,,,4,"Comparative Study; Journal Article; Research Support, Non-U.S. Gov't",yes,unknown
Peleg_2009,19332683,Peleg,2009,Galleria mellonella as a model system to study Acinetobacter baumannii pathogenesis and therapeutics.,Antimicrobial agents and chemotherapy,10.1128/AAC.01533-08,PMC2687231,6,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",yes,yes
Peleg_2008,18794525,Peleg,2008,Prokaryote-eukaryote interactions identified by using Caenorhabditis elegans.,Proceedings of the National Academy of Sciences of the United States of America,10.1073/pnas.0805048105,PMC2567192,6,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",yes,yes
Vallenet_2008,18350144,Vallenet,2008,Comparative analysis of Acinetobacters: three genomes for three lifestyles.,PloS one,10.1371/journal.pone.0001805,PMC2265553,20,Comparative Study; Journal Article,yes,yes
Niu_2008,18281398,Niu,2008,Isolation and characterization of an autoinducer synthase from Acinetobacter baumannii.,Journal of bacteriology,10.1128/JB.01929-07,PMC2347373,4,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",yes,yes
BogelmezTinaz_2005,16255145,Boşgelmez-Tinaz,2005,N-butanoyl-L-homoserine lactone (BHL) deficient Pseudomonas aeruginosa isolates from an intensive care unit.,Microbiological research,10.1016/j.micres.2005.03.005,,5,"Journal Article; Research Support, Non-U.S. Gov't",yes,unknown
